repyr,reg_status,appr_trade_code,appr_trade_name,comp_vol,gender,total_reg,mean_age,sd_age,total_NA,total_cont,total_comp,total_disc,mean_reg_dur,mean_date_reg
2011,Already registered (beginning of report period),246F,Process Operator: Refinery; Chemical and Liquid Processes,Voluntary,Female,7,37.58943249,13.10452013,0,6,1,0,2.813307241,20090309
2011,Already registered (beginning of report period),246F,Process Operator: Refinery; Chemical and Liquid Processes,Voluntary,Male,202,37.49351689,10.17207287,0,162,39,1,4.484226231,20070708
2011,Already registered (beginning of report period),246R,Process Operator: Power,Voluntary,Female,38,30.5519827,7.824751252,0,30,8,0,2.521557318,20090623
2011,Already registered (beginning of report period),246R,Process Operator: Power,Voluntary,Male,296,34.01735468,10.7485696,0,230,66,0,2.287699,20090916
2011,Already registered (beginning of report period),246T,Process Operator: Food Manufacturing,Voluntary,Female,29,43.22305149,10.09965415,0,29,0,0,2.285781767,20090917
2011,Already registered (beginning of report period),246T,Process Operator: Food Manufacturing,Voluntary,Male,47,43.59749344,8.324349551,0,47,0,0,3.111104634,20081120
2011,Already registered (beginning of report period),253A,Heat and Frost Insulator,Voluntary,Female,2,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),253A,Heat and Frost Insulator,Voluntary,Male,404,32.8283738,8.403161231,0,346,57,1,3.48996338,20080705
2011,Already registered (beginning of report period),253H,Hazardous Materials Worker,Voluntary,Female,2,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),253H,Hazardous Materials Worker,Voluntary,Male,47,39.09204314,13.36715021,0,40,6,1,1.277295249,20100920
2011,Already registered (beginning of report period),255B,Facilities Technician,Voluntary,Female,6,43.35890411,11.97567285,0,5,0,1,4.369863014,20070819
2011,Already registered (beginning of report period),255B,Facilities Technician,Voluntary,Male,96,41.40285388,11.60142694,0,88,4,4,8.175456621,20031029
2011,Already registered (beginning of report period),255W,Facilities Mechanic,Voluntary,Female,15,45.50776256,10.17223647,0,15,0,0,10.44310502,20010724
2011,Already registered (beginning of report period),255W,Facilities Mechanic,Voluntary,Male,154,45.44324853,12.4266,0,146,2,6,11.05577299,20001212
2011,Already registered (beginning of report period),259L,Locksmith,Voluntary,Female,3,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),259L,Locksmith,Voluntary,Male,42,33.41924331,11.20329702,0,38,4,0,4.50332681,20070701
2011,Already registered (beginning of report period),263F,Pump Systems Installer,Voluntary,Male,5,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),267G,Composite Structures Technician,Voluntary,Male,1,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),268A,Carperson (Railway),Voluntary,Male,14,49.93816047,8.422085618,0,14,0,0,7.153816047,20041105
2011,Already registered (beginning of report period),268R,Railway Car Technician,Voluntary,Male,45,35.11525114,8.352683255,0,34,10,1,4.247427702,20071002
2011,Already registered (beginning of report period),269E,Entertainment Industry Power Technician,Voluntary,Male,2,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),274L,Automotive Glass Technician,Voluntary,Male,42,31.5086758,12.10056251,0,40,2,0,4.200326158,20071019
2011,Already registered (beginning of report period),277Z,Hydraulic/Pneumatic Mechanic,Voluntary,Male,30,36.69552511,9.255953151,0,29,0,1,6.44630137,20050722
2011,Already registered (beginning of report period),278B,Surface Blaster,Voluntary,Female,1,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),278B,Surface Blaster,Voluntary,Male,39,33.31633298,8.007734749,0,36,0,3,3.40913242,20080803
2011,Already registered (beginning of report period),282E,Powered Lift Truck Technician,Voluntary,Male,76,32.48453497,7.686943543,0,67,7,2,4.946142754,20070120
2011,Already registered (beginning of report period),288R,Relay and Instrumentation Technician,Voluntary,Male,1,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),289F,Electrician (Signal Maintenance) (TTC),Voluntary,Male,21,43.18630137,8.329289547,0,15,6,0,5.20208741,20061019
2011,Already registered (beginning of report period),295A,Tire Wheel and Rim Mechanic,Voluntary,Male,31,31.58745029,10.09155756,0,28,0,3,5.768360583,20060326
2011,Already registered (beginning of report period),296A,Native Residential Construction Worker,Voluntary,Female,13,36.84741834,9.799309899,0,11,0,2,6.217070601,20051013
2011,Already registered (beginning of report period),296A,Native Residential Construction Worker,Voluntary,Male,48,32.32950913,6.041294906,0,44,0,4,5.171689498,20061030
2011,Already registered (beginning of report period),297A,Ski Lift Mechanic,Voluntary,Male,5,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),297B,Special Events Coordinator,Voluntary,Female,38,32.31240087,10.93622742,0,36,1,1,4.11665465,20071119
2011,Already registered (beginning of report period),297B,Special Events Coordinator,Voluntary,Male,5,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),306A,Plumber,Compulsary,Female,52,30.86190727,10.15013849,0,39,4,9,4.098630137,20071126
2011,Already registered (beginning of report period),306A,Plumber,Compulsary,Male,4676,28.49252259,7.35308778,0,3919,505,252,4.298316674,20070914
2011,Already registered (beginning of report period),307A,Steamfitter,Compulsary,Female,4,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),307A,Steamfitter,Compulsary,Male,858,31.46957244,7.851831973,0,707,126,25,4.523859246,20070623
2011,Already registered (beginning of report period),308A,Sheet Metal Worker,Compulsary,Female,18,29.22343988,4.949519635,0,12,5,1,4.514307458,20070627
2011,Already registered (beginning of report period),308A,Sheet Metal Worker,Compulsary,Male,2117,30.71549298,7.95988239,0,1796,215,106,4.915508506,20070131
2011,Already registered (beginning of report period),308R,Residential (Low-Rise) Sheet Metal Installer,Compulsary,Male,1,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),309A,Electrician: Construction and Maintenance,Compulsary,Female,193,31.03573,9.024433968,0,167,18,8,4.358052381,20070823
2011,Already registered (beginning of report period),309A,Electrician: Construction and Maintenance,Compulsary,Male,10016,28.6020671,7.6497187,0,8336,1212,468,4.324216869,20070904
2011,Already registered (beginning of report period),309C,Electrician: Domestic and Rural,Compulsary,Female,4,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),309C,Electrician: Domestic and Rural,Compulsary,Male,133,29.55892471,8.943831859,0,110,11,12,4.289071995,20070917
2011,Already registered (beginning of report period),310B,Auto Body and Collision Damage Repairer Br. 1,Compulsary,Female,42,26.03933464,6.594348848,0,41,1,0,5.582909328,20060602
2011,Already registered (beginning of report period),310B,Auto Body and Collision Damage Repairer Br. 1,Compulsary,Male,1433,26.92849946,6.818402381,0,1277,66,90,5.590572513,20060530
2011,Already registered (beginning of report period),310D,Transmission Technician,Compulsary,Female,1,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),310D,Transmission Technician,Compulsary,Male,97,33.44807231,9.92625732,0,94,1,2,7.303177517,20040912
2011,Already registered (beginning of report period),310E,Alignment and Brakes Technician,Compulsary,Female,4,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),310E,Alignment and Brakes Technician,Compulsary,Male,72,43.03664384,9.90658409,0,71,0,1,12.99817352,19990103
2011,Already registered (beginning of report period),310G,Motorcycle Technician,Compulsary,Female,5,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),310G,Motorcycle Technician,Compulsary,Male,332,29.92267701,9.380628309,0,296,24,12,5.103325631,20061124
2011,Already registered (beginning of report period),310J,Truck Trailer Service Technician,Compulsary,Male,226,35.58701661,10.09943224,0,208,14,4,5.585343678,20060601
2011,Already registered (beginning of report period),310K,Automotive Electronic Accessory Technician,Compulsary,Female,1,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),310K,Automotive Electronic Accessory Technician,Compulsary,Male,87,26.76633601,5.715042209,0,81,0,6,4.760510156,20070329
2011,Already registered (beginning of report period),310Q,Auto Body Repairer Br. 2,Compulsary,Female,4,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),310Q,Auto Body Repairer Br. 2,Compulsary,Male,183,30.96761734,8.658593846,0,172,2,9,6.297806722,20050914
2011,Already registered (beginning of report period),310S,Automotive Service Technician,Compulsary,Female,374,26.30085708,7.142439959,0,342,16,16,4.31261446,20070908
2011,Already registered (beginning of report period),310S,Automotive Service Technician,Compulsary,Male,12121,26.71348605,7.245615111,0,10644,980,497,5.01667049,20061225
2011,Already registered (beginning of report period),310T,Truck and Coach Technician,Compulsary,Female,48,28.21227169,8.162352046,0,44,2,2,4.489611872,20070706
2011,Already registered (beginning of report period),310T,Truck and Coach Technician,Compulsary,Male,3835,29.76157168,8.58269559,0,3268,456,111,4.713041739,20070415
2011,Already registered (beginning of report period),313A,Refrigeration and Air Conditioning Systems Mechanic,Compulsary,Female,17,29.86172442,6.695193401,0,12,2,3,5.97727639,20060109
2011,Already registered (beginning of report period),313A,Refrigeration and Air Conditioning Systems Mechanic,Compulsary,Male,2147,30.26116977,7.852053823,0,1764,250,133,4.662678092,20070504
2011,Already registered (beginning of report period),313D,Residential Air Conditioning Systems Mechanic,Compulsary,Female,3,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),313D,Residential Air Conditioning Systems Mechanic,Compulsary,Male,402,31.19955019,9.08319904,0,329,20,53,3.42368977,20080729
2011,Already registered (beginning of report period),332A,Hairstylist,Compulsary,Female,7725,28.69088549,8.734868132,0,6491,978,256,4.790433834,20070318
2011,Already registered (beginning of report period),332A,Hairstylist,Compulsary,Male,1007,31.55471426,9.363793522,0,883,100,24,5.524765001,20060623
2011,Already registered (beginning of report period),339A,Hoisting Engineer: Mobile Crane Operator; Br.1,Compulsary,Female,7,37.05362035,12.7358851,0,6,0,1,5.133855186,20061113
2011,Already registered (beginning of report period),339A,Hoisting Engineer: Mobile Crane Operator; Br.1,Compulsary,Male,376,33.44369717,9.610163928,0,260,72,44,5.153934713,20061105
2011,Already registered (beginning of report period),339B,Hoisting Engineer: Tower Crane Operator; Br. 3,Compulsary,Female,1,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),339B,Hoisting Engineer: Tower Crane Operator; Br. 3,Compulsary,Male,98,33.26648029,8.641810408,0,61,17,20,5.000223651,20061231
2011,Already registered (beginning of report period),339C,Hoisting Engineer: Mobile Crane Operator; Br.2,Compulsary,Female,2,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),339C,Hoisting Engineer: Mobile Crane Operator; Br.2,Compulsary,Male,108,36.58072045,10.01242473,0,105,3,0,4.272983257,20070923
2011,Already registered (beginning of report period),401A,Brick and Stone Mason,Voluntary,Female,15,35.58977169,8.361744213,0,14,1,0,5.294429224,20060915
2011,Already registered (beginning of report period),401A,Brick and Stone Mason,Voluntary,Male,1528,29.89012946,8.582254345,0,1451,43,34,4.619059743,20070520
2011,Already registered (beginning of report period),403A,General Carpenter,Voluntary,Female,180,28.43181126,8.877252895,0,150,6,24,4.05782344,20071210
2011,Already registered (beginning of report period),403A,General Carpenter,Voluntary,Male,6966,27.3195588,7.037753714,0,5866,462,638,4.229083336,20071009
2011,Already registered (beginning of report period),403X,General Carpenter,Voluntary,Male,1,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),404C,Painter and Decorator Branch 1 - Commercial and Residential,Voluntary,Female,20,34.64917808,10.06174337,0,19,1,0,4.360958904,20070822
2011,Already registered (beginning of report period),404C,Painter and Decorator Branch 1 - Commercial and Residential,Voluntary,Male,221,32.56437116,9.346066121,0,207,8,6,4.607425773,20070524
2011,Already registered (beginning of report period),404D,Painter and Decorator Branch 2 - Industrial,Voluntary,Female,5,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),404D,Painter and Decorator Branch 2 - Industrial,Voluntary,Male,69,30.5550129,7.527002164,0,67,1,1,3.186539607,20081023
2011,Already registered (beginning of report period),410K,Motive Power Machinist,Voluntary,Female,1,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),410K,Motive Power Machinist,Voluntary,Male,54,33.63739219,10.88600072,0,49,0,5,8.204363267,20031019
2011,Already registered (beginning of report period),410N,Automotive Painter,Voluntary,Female,9,33.24474886,13.4709983,0,9,0,0,6.106240487,20051123
2011,Already registered (beginning of report period),410N,Automotive Painter,Voluntary,Male,148,27.90945946,6.442377641,0,134,5,9,5.396223621,20060809
2011,Already registered (beginning of report period),415A,Cook Br. 2,Voluntary,Female,2101,28.108405,9.206694068,0,1915,56,130,4.909204358,20070203
2011,Already registered (beginning of report period),415A,Cook Br. 2,Voluntary,Male,4113,27.699594,7.592499651,0,3727,142,244,5.331149146,20060902
2011,Already registered (beginning of report period),415B,Cook - Assistant Br. 1,Voluntary,Female,134,38.25060315,13.17608438,0,118,7,9,4.592251073,20070529
2011,Already registered (beginning of report period),415B,Cook - Assistant Br. 1,Voluntary,Male,162,28.09267715,8.851789741,0,151,2,9,4.433942161,20070726
2011,Already registered (beginning of report period),415C,Chef,Voluntary,Female,1,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),415C,Chef,Voluntary,Male,11,31.00249066,5.284053479,0,10,1,0,2.566127024,20090607
2011,Already registered (beginning of report period),416E,Electronic Service Technician,Voluntary,Female,3,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),416E,Electronic Service Technician,Voluntary,Male,22,38.62291407,11.68874885,0,22,0,0,8.109464508,20031123
2011,Already registered (beginning of report period),419A,Cement Mason,Voluntary,Male,27,30.19360731,10.88294646,0,27,0,0,1.877321157,20100213
2011,Already registered (beginning of report period),420A,Ironworker - Structural and Ornamental; Br. 2,Voluntary,Female,3,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),420A,Ironworker - Structural and Ornamental; Br. 2,Voluntary,Male,659,30.27598478,7.119013395,0,533,114,12,4.318261376,20070906
2011,Already registered (beginning of report period),420B,Ironworker - Generalist; Br. 1,Voluntary,Male,4,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),421A,Heavy Duty Equipment Technician,Voluntary,Female,25,26.93654795,7.632708251,0,24,1,0,4.415890411,20070802
2011,Already registered (beginning of report period),421A,Heavy Duty Equipment Technician,Voluntary,Male,1396,26.8783805,7.323537543,0,1264,95,37,4.058817757,20071210
2011,Already registered (beginning of report period),421C,Turf Equipment Technician,Voluntary,Male,9,30.56347032,9.536256578,0,8,0,1,5.440487062,20060724
2011,Already registered (beginning of report period),423A,Baker,Voluntary,Female,90,24.90724505,6.464203744,0,85,0,5,4.811324201,20070310
2011,Already registered (beginning of report period),423A,Baker,Voluntary,Male,47,25.93442145,8.441776057,0,47,0,0,5.358146313,20060823
2011,Already registered (beginning of report period),423C,Baker-Patissier,Voluntary,Female,296,27.25718252,7.932779861,0,277,10,9,4.17928545,20071027
2011,Already registered (beginning of report period),423C,Baker-Patissier,Voluntary,Male,110,29.47618929,10.05431012,0,102,3,5,5.332752179,20060901
2011,Already registered (beginning of report period),424A,Architectural Glass and Metal Technician,Voluntary,Female,6,34.65936073,5.916582741,0,5,0,1,4.612785388,20070522
2011,Already registered (beginning of report period),424A,Architectural Glass and Metal Technician,Voluntary,Male,550,32.00933001,8.737783771,0,514,21,15,4.839496887,20070228
2011,Already registered (beginning of report period),425A,Agricultural Equipment Technician,Voluntary,Female,4,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),425A,Agricultural Equipment Technician,Voluntary,Male,343,24.99976836,5.789191452,0,305,33,5,4.212356724,20071015
2011,Already registered (beginning of report period),426A,Construction Millwright,Voluntary,Female,7,27.08649706,5.114500769,0,6,1,0,3.427005871,20080728
2011,Already registered (beginning of report period),426A,Construction Millwright,Voluntary,Male,435,31.24330657,7.238028389,0,362,61,12,5.340406235,20060829
2011,Already registered (beginning of report period),427A,Sprinkler and Fire Protection Installer,Voluntary,Female,2,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),427A,Sprinkler and Fire Protection Installer,Voluntary,Male,361,30.87695519,7.551087324,0,299,58,4,4.592122339,20070529
2011,Already registered (beginning of report period),428A,Construction Boilermaker,Voluntary,Female,3,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),428A,Construction Boilermaker,Voluntary,Male,330,29.84067248,6.55141058,0,259,68,3,4.0143379,20071226
2011,Already registered (beginning of report period),429A,General Machinist,Voluntary,Female,79,30.8196636,8.149367109,0,70,6,3,6.040020808,20051217
2011,Already registered (beginning of report period),429A,General Machinist,Voluntary,Male,2564,29.41479922,7.701091611,0,2306,142,116,6.308844272,20050910
2011,Already registered (beginning of report period),430A,Tool and Die Maker,Voluntary,Female,37,33.95609034,10.86462042,0,33,2,2,7.408589411,20040804
2011,Already registered (beginning of report period),430A,Tool and Die Maker,Voluntary,Male,1478,30.61837915,7.544210968,0,1352,61,65,7.217009287,20041013
2011,Already registered (beginning of report period),430M,Machine Tool Builder and Integrator,Voluntary,Female,2,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),430M,Machine Tool Builder and Integrator,Voluntary,Male,88,30.8120797,7.004386848,0,71,6,11,6.593617684,20050529
2011,Already registered (beginning of report period),431A,Mould Maker,Voluntary,Female,8,30.33869863,4.603131783,0,8,0,0,7.948630137,20040120
2011,Already registered (beginning of report period),431A,Mould Maker,Voluntary,Male,521,30.42571977,7.64608811,0,494,4,23,8.336549838,20030901
2011,Already registered (beginning of report period),433A,Industrial Mechanic Millwright,Voluntary,Female,86,32.74246575,10.30162706,0,77,3,6,5.439821599,20060724
2011,Already registered (beginning of report period),433A,Industrial Mechanic Millwright,Voluntary,Male,4240,31.66083226,9.45814419,0,3746,369,125,5.062677048,20061209
2011,Already registered (beginning of report period),434A,Powerline Technician,Voluntary,Female,15,28.45479452,7.005667721,0,15,0,0,4.259726027,20070928
2011,Already registered (beginning of report period),434A,Powerline Technician,Voluntary,Male,1331,29.07586221,7.253888734,0,1106,182,43,4.32133837,20070905
2011,Already registered (beginning of report period),434B,Lineworker: Construction,Voluntary,Male,1,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),435A,Small Engine Technician,Voluntary,Female,7,30.78238748,9.164157208,0,4,1,2,8.029354207,20031222
2011,Already registered (beginning of report period),435A,Small Engine Technician,Voluntary,Male,328,26.90644838,9.163150524,0,296,11,21,4.859505513,20070221
2011,Already registered (beginning of report period),435B,Marine Engine Technician,Voluntary,Female,8,24.93321918,4.775508952,0,7,0,1,3.249657534,20080930
2011,Already registered (beginning of report period),435B,Marine Engine Technician,Voluntary,Male,238,28.68963969,8.232470199,0,213,12,13,4.524576954,20070623
2011,Already registered (beginning of report period),437A,Metal Fabricator (Fitter),Voluntary,Female,28,26.59549902,7.639637777,0,25,1,2,3.340410959,20080828
2011,Already registered (beginning of report period),437A,Metal Fabricator (Fitter),Voluntary,Male,586,27.93799617,7.631386162,0,523,38,25,4.328734396,20070903
2011,Already registered (beginning of report period),438A,Cabinetmaker,Voluntary,Female,52,29.02244468,9.042962456,0,50,0,2,5.055953635,20061211
2011,Already registered (beginning of report period),438A,Cabinetmaker,Voluntary,Male,735,27.4305992,7.434071956,0,677,26,32,5.329464169,20060902
2011,Already registered (beginning of report period),441C,Horticultural Technician,Voluntary,Female,232,35.43769485,10.9933562,0,216,13,3,3.971563533,20080111
2011,Already registered (beginning of report period),441C,Horticultural Technician,Voluntary,Male,708,28.95249207,7.584423017,0,660,33,15,4.421329618,20070731
2011,Already registered (beginning of report period),442A,Industrial Electrician,Voluntary,Female,87,30.11075421,9.471746732,0,81,0,6,4.476586364,20070711
2011,Already registered (beginning of report period),442A,Industrial Electrician,Voluntary,Male,2294,31.82995545,9.682087523,0,2077,158,59,4.793949672,20070317
2011,Already registered (beginning of report period),443A,Pattern Maker,Voluntary,Female,2,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),443A,Pattern Maker,Voluntary,Male,22,30.46363636,8.803345993,0,22,0,0,5.757907846,20060330
2011,Already registered (beginning of report period),444A,Arborist,Voluntary,Female,33,34.86068908,9.317460816,0,29,3,1,6.874387713,20050215
2011,Already registered (beginning of report period),444A,Arborist,Voluntary,Male,327,31.86932261,8.678922494,0,295,28,4,5.250772904,20061001
2011,Already registered (beginning of report period),444B,Utility Arborist,Voluntary,Female,16,28.07431507,4.057599779,0,14,0,2,2.176369863,20091027
2011,Already registered (beginning of report period),444B,Utility Arborist,Voluntary,Male,267,29.94401519,5.76151935,0,188,68,11,2.890185214,20090209
2011,Already registered (beginning of report period),445A,Appliance Service Technician,Voluntary,Male,43,29.45638738,8.001736965,0,41,0,2,4.985855368,20070106
2011,Already registered (beginning of report period),446A,Electric Motor System Technician,Voluntary,Female,2,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),446A,Electric Motor System Technician,Voluntary,Male,32,33.76327055,7.241614015,0,29,2,1,5.963099315,20060114
2011,Already registered (beginning of report period),447A,Instrumentation and Control Technician,Voluntary,Female,32,29.47003425,6.700807808,0,30,2,0,3.574828767,20080604
2011,Already registered (beginning of report period),447A,Instrumentation and Control Technician,Voluntary,Male,291,30.80342701,8.789792281,0,264,26,1,3.516047639,20080625
2011,Already registered (beginning of report period),448A,Floor Covering Installer,Voluntary,Female,2,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),448A,Floor Covering Installer,Voluntary,Male,243,30.05708326,8.393293435,0,212,0,31,3.589593551,20080529
2011,Already registered (beginning of report period),449A,Roofer,Voluntary,Female,6,34.83059361,12.20583662,0,6,0,0,3.519178082,20080624
2011,Already registered (beginning of report period),449A,Roofer,Voluntary,Male,171,32.34913082,8.588220023,0,158,2,11,4.493759513,20070704
2011,Already registered (beginning of report period),450A,Construction Craft Worker,Voluntary,Female,40,28.17767123,7.665630187,0,36,2,2,3.42869863,20080727
2011,Already registered (beginning of report period),450A,Construction Craft Worker,Voluntary,Male,1869,29.03880326,8.172319366,0,1678,103,88,4.184964489,20071025
2011,Already registered (beginning of report period),451A,Drywall; Acoustic and Lathing Applicator,Voluntary,Female,8,31.61780822,11.43274039,0,8,0,0,4.339041096,20070830
2011,Already registered (beginning of report period),451A,Drywall; Acoustic and Lathing Applicator,Voluntary,Male,1063,30.58029098,7.656707315,0,1001,44,18,4.168069176,20071031
2011,Already registered (beginning of report period),452A,Reinforcing Rodworker; Br. 3,Voluntary,Female,3,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),452A,Reinforcing Rodworker; Br. 3,Voluntary,Male,464,31.52883207,7.829790511,0,412,50,2,4.06341521,20071208
2011,Already registered (beginning of report period),453A,Drywall Finisher and Plasterer,Voluntary,Female,8,37.28869863,9.380422511,0,7,1,0,5.870205479,20060217
2011,Already registered (beginning of report period),453A,Drywall Finisher and Plasterer,Voluntary,Male,358,32.75815413,8.586766944,0,339,15,4,5.230389531,20061008
2011,Already registered (beginning of report period),455A,Exterior Insulated Finishing Systems Mechanic,Voluntary,Female,2,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),455A,Exterior Insulated Finishing Systems Mechanic,Voluntary,Male,102,36.91286597,9.423363086,0,99,1,2,5.170964276,20061030
2011,Already registered (beginning of report period),456A,Welder,Voluntary,Female,73,26.22180522,8.136283882,0,69,1,3,3.34374179,20080827
2011,Already registered (beginning of report period),456A,Welder,Voluntary,Male,1427,26.36371159,8.197924395,0,1300,58,69,3.872814891,20080216
2011,Already registered (beginning of report period),600H,Horse Groom,Voluntary,Female,139,30.96578299,10.73325688,0,119,1,19,5.243204888,20061004
2011,Already registered (beginning of report period),600H,Horse Groom,Voluntary,Male,25,38.71868493,14.61903284,0,20,1,4,4.851287671,20070224
2011,Already registered (beginning of report period),600P,Blacksmith,Voluntary,Male,4,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),602C,Tool and Cutter Grinder,Voluntary,Male,2,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),605B,Water Well Driller,Voluntary,Male,22,29.94072229,7.360709173,0,21,0,1,4.800996264,20070314
2011,Already registered (beginning of report period),606G,Gemsetter/Goldsmith,Voluntary,Female,1,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),606G,Gemsetter/Goldsmith,Voluntary,Male,2,.,.,.,.,.,.,.,.
2011,Already registered (beginning of report period),606W,Hardware; Lumber and Building Materials Retailer,Voluntary,Female,21,40.91076321,10.84157713,0,20,0,1,4.928375734,20070127
2011,Already registered (beginning of report period),606W,Hardware; Lumber and Building Materials Retailer,Voluntary,Male,48,33.47773973,10.63679856,0,45,0,3,4.536929224,20070619
